Gene_ID,Transcript_ID,Average Oocyte(RPKM),Average Zygote(RPKM),Average 2-cell embryo(RPKM),Average 4-cell embryo(RPKM),Average 8-cell embryo(RPKM),Average Morulae(RPKM),Average Trophectoderm(RPKM),Average Primitive endoderm(RPKM),Average epiblast(RPKM),Average hESC passage#0(RPKM),Average hESC passage#10(RPKM)
SNORA54,"NR_002982, ",0.0,0.0,0.0,0.0,0.149,0.0,0.0,0.0,0.0,0.0,0.0
RPL13AP3,"NR_004844, ",2.001,1.101,1.503,1.722,0.67,1.258,2.342,1.108,1.976,1.409,0.675
LOC283089,"NR_033850, ",0.465,0.526,0.192,0.477,1.42,7.857,3.314,5.654,1.392,0.358,0.648
SNORD26,"NR_002564, ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLCA1,"NM_001285, ",0.0,0.0,0.0,0.0,0.013,0.0,0.0,0.0,0.0,0.0,0.0
C1orf112,"NM_018186, ",0.762,2.246,1.142,2.594,3.668,3.093,8.594,2.324,9.177,7.363,9.696
OLFML2A,"NM_182487, ",0.0,0.0,0.0,0.13,0.15,0.452,0.053,0.0,0.117,0.69,1.717
KIF19,"NM_153209, ",0.055,0.095,0.287,0.099,0.231,0.0,0.0,0.0,0.0,0.0,0.0
HAPLN4,"NM_023002, ",0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.0,0.0,1.84,3.753
CXCR7,"NM_020311, ",0.0,0.0,0.0,0.083,0.0,0.0,0.015,0.0,0.0,0.0,0.005
GOT2,"NM_002080, ",10.835,50.549,52.406,78.604,18.409,4.69,68.741,85.731,40.473,68.098,88.443
RAB38,"NM_022337, ",4.188,2.76,4.145,9.959,2.339,0.199,0.09,0.0,0.0,3.791,7.261
SNORD121B,"NR_003690, ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.367,0.0,0.0
DCX,"NM_000555, NM_178151, NM_178152, NM_178153, ",0.931,0.553,0.438,0.34,0.593,0.035,0.016,0.0,0.0,0.568,0.903
PPM1H,"NM_020700, ",0.718,2.77,2.085,3.071,0.791,0.127,1.198,0.845,0.355,5.066,1.896
NFYC,"NM_001142587, NM_001142588, NM_001142589, NM_001142590, NM_014223, ",20.125,43.345,29.527,77.621,23.595,22.553,31.8,23.42,29.021,19.268,18.284
KIN,"NM_012311, ",67.383,40.394,25.86,12.832,29.216,23.113,25.959,9.887,12.717,28.121,20.624
PLSCR4,"NM_001128306, NM_001177304, NM_020353, NR_033438, NR_033439, ",0.188,0.0,0.0,0.02,2.127,1.042,0.031,0.945,5.382,0.701,0.055
LGALS7B,"NM_001042507, ",0.0,0.57,0.137,0.079,0.275,0.209,0.0,0.0,0.0,0.0,0.009
KCNK10,"NM_021161, NM_138317, NM_138318, ",0.098,0.0,0.0,0.291,0.013,0.008,0.0,0.0,0.0,0.0,0.133
ZNF738,"NR_027130, ",6.564,5.681,4.262,7.209,2.745,1.806,2.418,1.774,1.916,7.74,4.153
EXOC1,"NM_001024924, NM_018261, NM_178237, ",11.369,11.767,8.16,10.079,11.071,7.448,7.72,5.769,10.079,5.352,9.528
FSTL5,"NM_001128427, NM_001128428, NM_020116, ",6.984,2.244,0.769,0.677,0.137,1.691,0.0,0.0,0.0,0.0,0.14
OR6A2,"NM_003696, ",0.259,0.0,0.0,0.073,0.057,0.0,0.0,0.0,0.0,0.0,0.039
OTOA,"NM_001161683, NM_144672, NM_170664, ",0.864,0.547,0.65,0.724,0.519,0.049,0.263,0.0,0.0,0.031,0.011
AHRR,"NM_020731, ",1.037,1.781,1.061,1.555,0.646,0.985,0.0,0.0,0.0,0.091,0.262
PDAP1,"NM_014891, ",5.996,22.405,23.866,14.0,12.031,20.452,15.555,23.99,27.587,17.737,23.94
C19orf6,"NM_001033026, NM_033420, ",0.0,0.611,0.831,0.81,1.544,2.727,6.092,6.257,10.609,5.095,8.474
ZAN,"NM_003386, NM_173059, ",0.0,0.0,0.0,0.038,0.208,0.14,0.0,0.0,0.0,0.0,0.004
GSTM2P1,"NR_002932, ",0.0,0.0,0.0,0.012,0.022,0.0,0.0,0.021,0.0,0.081,0.746
LY6G6E,"NR_003673, NR_003673, NR_003673, NR_003673, NR_003673, NR_003673, NR_003673, NR_024541, NR_024541, NR_024541, NR_024541, NR_024541, NR_024541, NR_024541, ",0.0,0.0,0.022,0.155,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MANF,"NM_006010, ",223.885,111.553,116.781,134.458,168.525,45.859,78.246,94.727,193.135,166.221,125.877
DKFZp566F0947,"NR_026894, ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EIF4E2,"NM_004846, ",7.434,17.663,14.272,23.018,30.754,119.608,118.961,137.782,123.79,125.04,141.037
ZNF324,"NM_014347, ",37.692,16.93,16.78,12.593,22.187,8.242,7.143,7.412,0.289,1.392,5.654
TTC13,"NM_001122835, NM_024525, ",0.468,1.128,0.394,1.578,0.678,0.0,0.353,0.0,3.745,0.836,2.037
CYP3A5,"NM_000777, NR_033808, NR_033809, NR_033810, NR_033811, NR_033812, ",0.0,0.0,0.0,0.063,0.021,0.219,0.0,0.0,0.0,0.0,0.038
ENTPD7,"NM_020354, ",1.013,1.864,1.737,1.09,0.545,0.215,0.699,0.777,0.1,4.044,1.449
GJB5,"NM_005268, ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
S100Z,"NM_130772, ",10.906,10.787,7.525,4.157,1.207,3.181,0.0,2.76,2.873,0.0,0.015
ATP6AP1L,"NM_001017971, ",57.172,34.988,35.643,13.156,1.469,0.693,0.149,0.0,0.0,2.684,1.363
KIAA0664,"NM_015229, ",7.94,4.67,4.228,5.841,3.049,8.557,11.802,15.296,15.232,2.853,6.753
PDGFRB,"NM_002609, ",0.0,0.0,0.0,0.287,0.0,0.0,0.0,0.0,0.0,0.451,0.365
FHDC1,"NM_033393, ",0.0,0.044,0.0,0.069,0.112,0.277,0.538,3.574,1.932,5.663,5.756
IL17D,"NM_138284, ",0.425,0.134,0.189,0.086,0.401,1.427,0.0,0.0,0.0,0.954,0.531
OR56B4,"NM_001005181, ",0.0,0.056,0.021,0.0,0.0,0.047,0.0,0.0,0.0,0.0,0.0
VRK2,"NM_001130480, NM_001130481, NM_001130482, NM_001130483, NM_001136027, NM_006296, NR_036441, ",8.745,14.009,8.101,11.994,5.322,12.368,44.504,22.709,31.835,21.01,14.829
RDX,"NM_002906, ",40.853,66.737,52.407,42.963,17.72,16.561,69.75,36.504,47.993,12.186,20.108
SLC34A3,"NM_001177316, NM_001177317, NM_080877, ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL28B,"NM_172139, ",0.0,0.0,0.0,0.273,0.0,0.0,0.0,0.05,0.0,0.299,0.0
JUND,"NM_005354, ",5.832,5.54,4.335,1.821,2.519,4.474,2.097,11.984,3.687,12.367,10.271
NCRUPAR,"NR_028375, ",0.072,0.131,0.302,0.201,0.753,1.503,0.692,0.084,1.176,1.426,0.685
CHRNB1,"NM_000747, ",0.589,0.678,0.493,0.648,27.341,50.912,3.685,2.281,1.447,7.179,5.176
UCKL1AS,"NR_027287, ",1.207,1.671,1.452,1.059,2.453,3.202,2.252,1.005,1.708,3.178,2.81
CAMK2B,"NM_001220, NM_172078, NM_172079, NM_172080, NM_172081, NM_172082, NM_172083, NM_172084, ",0.0,0.0,0.0,0.174,0.02,0.0,0.0,0.0,0.0,0.0,0.006
FETUB,"NM_014375, ",0.0,0.0,0.0,0.035,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CXorf23,"NM_198279, ",20.881,19.518,14.152,14.408,3.822,4.132,1.954,1.125,0.133,0.762,2.914
MRTO4,"NM_016183, ",21.295,24.621,14.433,25.47,70.464,107.504,65.173,38.437,44.114,25.217,50.539
TTC3,"NM_001001894, NM_003316, ",23.583,17.617,13.526,9.666,7.477,7.103,10.464,8.065,11.726,4.075,5.085
MUC2,"NM_002457, ",0.0,0.0,0.0,0.0,0.065,0.0,0.0,0.0,0.0,0.0,0.0
NDUFB8,"NM_005004, ",112.617,61.88,60.281,120.445,122.862,67.119,145.713,251.719,194.67,145.557,281.564
MYF5,"NM_005593, ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.372,0.0
SEMA3G,"NM_020163, ",0.0,0.0,0.0,0.15,0.0,0.032,0.0,0.0,0.0,0.117,0.3
GRHL1,"NM_198182, ",7.837,11.6,4.863,9.002,0.762,0.491,3.237,10.079,2.354,0.326,0.059
IL23A,"NM_016584, ",1.614,1.987,0.687,1.461,3.12,0.625,0.0,4.464,0.0,1.822,3.355
WDR65,"NM_001167965, NM_001167966, NM_152498, NR_030778, ",0.162,0.356,0.164,0.321,0.505,0.237,0.0,0.0,0.0,0.0,0.037
PSTK,"NM_153336, ",0.438,1.375,1.128,2.186,2.118,2.8,1.186,0.0,6.575,6.031,4.39
STOML3,"NM_001144033, NM_145286, ",0.198,0.085,0.165,0.299,0.047,0.0,0.0,0.0,0.0,0.0,0.286
R3HDM2,"NM_014925, ",1.347,4.212,3.404,5.487,2.576,1.08,3.57,7.122,4.32,2.754,1.952
C5,"NM_001735, ",3.87,10.97,4.208,6.815,1.108,0.534,0.0,0.0,0.0,0.0,0.13
SLC2A10,"NM_030777, ",0.0,0.0,0.0,0.016,0.0,0.013,0.0,0.0,0.0,0.997,0.796
PAQR3,"NM_001040202, ",0.872,1.33,0.812,1.904,0.478,1.301,7.08,1.28,7.118,2.649,3.353
ANKRD26,"NM_014915, ",13.309,10.41,6.957,3.792,6.275,13.185,4.101,5.597,4.7,2.305,3.912
MTRNR2L8,"NM_001190702, ",190.046,1773.734,955.882,1107.734,2207.516,4316.466,3815.572,1378.406,12057.188,7840.25,2800.671
CFC1B,"NM_001079530, NM_001079530, ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.505,1.762
PSD2,"NM_032289, ",0.0,0.0,0.0,0.225,0.0,0.101,0.0,0.0,0.0,0.0,0.0
TIGD2,"NM_145715, ",9.872,9.242,6.316,8.196,4.873,5.318,3.015,0.199,0.169,1.645,7.131
PREX2,"NM_024870, NM_025170, ",0.244,0.139,0.0,0.116,0.055,0.0,0.0,0.0,0.0,5.317,3.856
SCRN1,"NM_001145513, NM_001145514, NM_001145515, NM_014766, ",0.479,2.309,1.074,0.91,0.249,0.0,0.062,0.788,13.943,15.54,14.045
COQ10A,"NM_001099337, NM_144576, ",1.09,0.715,0.501,0.369,5.381,11.017,0.084,1.208,6.358,11.412,11.489
DDI2,"NM_032341, ",0.517,2.926,3.082,5.053,12.331,3.991,1.259,0.0,0.128,0.535,0.952
UCN2,"NM_033199, ",0.0,0.0,0.0,0.0,0.0,0.014,0.0,0.0,0.0,0.324,0.025
METTL7B,"NM_152637, ",0.0,0.0,0.0,0.0,0.0,0.016,0.0,0.0,0.0,1.19,2.895
ZNF511,"NM_145806, ",2.175,4.86,3.086,6.283,7.674,7.138,22.472,23.81,17.097,16.482,24.244
WDR16,"NM_001080556, NM_145054, ",0.114,0.061,0.02,1.186,0.076,0.842,0.192,0.0,0.0,0.396,0.011
FAM92A3,"NR_003612, ",0.148,0.0,0.075,0.009,0.107,0.207,0.153,0.043,0.232,0.161,0.094
ZMYM5,"NM_001039649, NM_001039650, NM_001142684, ",25.107,31.121,20.955,21.344,13.831,18.32,9.233,6.703,3.822,11.214,10.525
ZNF586,"NM_017652, ",5.821,26.706,16.902,37.866,82.938,40.092,9.425,1.101,10.671,15.346,12.232
NXF4,"NR_002216, ",0.0,0.0,0.0,0.0,0.005,0.128,0.0,0.0,0.0,0.0,0.0
POLR3G,"NM_006467, ",47.139,48.307,54.509,21.633,13.733,49.661,7.166,4.776,7.127,14.134,20.544
DEFA1B,"NM_001042500, NM_001042500, NM_001042500, ",0.033,0.0,0.0,0.072,0.0,0.0,0.0,0.0,0.0,0.0,0.055
ZNF726,"NM_001190829, ",0.802,1.082,1.739,1.719,2.51,2.28,1.415,8.185,1.42,2.104,3.168
TANK,"NM_004180, NM_133484, ",30.175,9.793,2.901,3.599,11.817,6.537,11.782,13.852,7.887,4.677,5.492
C1orf49,"NM_001170722, NM_001170723, NM_001170724, NM_032126, ",0.0,0.453,0.267,0.963,0.0,0.0,0.578,0.102,0.0,0.0,0.0
RCAN1,"NM_004414, NM_203417, NM_203418, ",38.254,22.138,15.646,12.742,7.667,7.453,9.782,2.504,3.123,2.538,2.788
PELI3,"NM_001098510, NM_145065, ",0.109,1.867,1.422,3.465,1.217,0.502,0.149,0.0,0.0,0.794,1.32
LIMD2,"NM_030576, ",0.903,1.165,1.403,1.945,0.379,0.535,0.0,0.0,0.0,6.314,6.264
TMEM189,"NM_001162505, NM_199129, NR_027889, ",8.572,22.958,20.709,43.318,17.343,6.379,13.954,17.767,15.242,7.45,8.137
NTN4,"NM_021229, ",1.502,1.265,0.791,1.435,0.529,0.578,0.09,0.068,1.584,0.183,0.086
HSFY2,"NM_001001877, NM_001001877, NM_153716, NM_153716, NR_003509, NR_003509, ",0.0,0.0,0.0,0.014,0.0,0.02,0.0,0.0,0.0,0.0,0.051
CLEC2A,"NM_001130711, ",0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0
GPR135,"NM_022571, ",0.0,0.037,0.017,0.0,0.093,0.048,0.0,0.0,0.0,0.102,0.016
DPYSL4,"NM_006426, ",0.0,0.174,0.106,0.323,0.274,0.703,0.0,0.0,0.0,2.666,6.796
JAK2,"NM_004972, ",1.237,3.526,2.205,5.174,1.769,9.404,0.524,0.914,3.084,0.039,0.197
TSHZ1,"NM_005786, ",25.805,16.948,8.586,5.302,1.718,0.101,0.392,0.0,0.0,0.0,0.456
TM9SF4,"NM_014742, ",29.622,16.595,11.41,22.619,10.935,9.964,10.946,14.09,15.061,6.574,10.516
ZNF264,"NM_003417, ",0.35,0.503,0.754,0.768,3.375,2.006,1.928,0.753,0.456,1.294,1.272
BICD1,"NM_001003398, NM_001714, ",0.34,0.231,0.132,0.367,1.007,0.841,4.3,5.157,5.192,6.133,7.722
HERC6,"NM_001165136, NM_017912, ",5.315,193.797,134.191,124.501,8.844,1.086,0.527,0.156,0.0,1.023,2.85
METTL5,"NM_014168, ",9.811,10.996,6.138,6.582,2.256,10.315,186.046,70.105,83.747,112.237,70.64
CASP1,"NM_001223, NM_033292, NM_033293, NM_033294, NM_033295, ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.598,0.0
PRRT1,"NM_030651, NM_030651, NM_030651, NM_030651, NM_030651, NM_030651, NM_030651, NM_030651, ",0.303,0.042,0.0,0.088,0.026,2.015,0.01,1.467,0.0,1.593,0.471
LOC100130987,"NR_024469, ",0.865,0.053,0.145,0.0,0.276,0.211,0.0,0.635,0.0,0.0,0.236
MIR4258,"NR_036212, ",0.0,0.0,0.0,0.0,0.0,0.0,0.167,0.0,0.0,0.236,0.022
PLA2G4C,"NM_001159322, NM_001159323, NM_003706, ",23.682,22.681,21.023,49.087,23.932,7.49,0.0,0.0,0.0,0.062,0.144
ICA1L,"NM_138468, NM_178231, ",7.933,8.47,5.59,8.685,2.137,2.994,2.626,2.056,1.253,2.372,1.556
TPTE2,"NM_001141968, NM_130785, NM_199254, ",0.176,0.0,0.022,0.196,0.23,0.339,0.086,0.033,0.108,0.252,0.105
OTUD7A,"NM_130901, ",0.31,0.411,0.208,0.458,0.09,0.027,0.045,0.0,0.109,0.077,0.031
AQP11,"NM_173039, ",0.111,0.117,0.0,0.012,1.779,3.676,0.007,1.415,0.128,2.503,0.504
APOA2,"NM_001643, ",0.326,0.208,0.468,3.386,4.013,1.96,0.0,8.994,0.0,0.463,0.0
KALRN,"NM_001024660, NM_003947, NM_007064, NR_028136, ",8.197,16.885,15.885,28.058,6.515,0.77,0.066,0.0,0.09,0.746,0.445
SECTM1,"NM_003004, ",0.0,0.0,0.0,0.151,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IFNAR1,"NM_000629, ",1.641,1.829,1.056,1.593,0.325,3.053,4.545,2.336,3.195,5.156,3.36
TALDO1,"NM_006755, ",157.593,71.827,103.069,254.955,154.396,75.449,386.71,821.672,203.883,251.014,245.742
RAB11FIP4,"NM_032932, ",0.925,1.341,1.333,3.549,0.588,1.878,23.417,16.855,2.202,3.337,3.695
C5orf56,"NM_001013717, ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC100288748,"NR_034034, ",0.473,0.244,0.264,0.412,1.841,2.434,1.14,4.727,0.528,6.084,3.048
SNAR-B1,"NR_024231, NR_024231, ",0.0,0.0,0.0,0.0,0.461,0.716,0.26,0.0,0.791,0.311,0.015
EIF5A,"NM_001143760, NM_001143761, NM_001143762, NM_001970, ",12.219,13.643,14.244,13.143,69.097,51.413,128.668,174.196,117.472,145.597,145.164
FAM49A,"NM_030797, ",0.0,0.0,0.0,0.0,0.0,0.04,0.386,0.0,0.0,1.586,0.653
NEGR1,"NM_173808, ",0.273,0.271,0.199,0.069,0.036,0.0,0.0,0.0,0.0,0.0,0.034
YTHDC2,"NM_022828, ",2.027,3.435,2.093,2.873,0.256,0.76,2.954,1.409,6.422,2.067,2.071
EHD2,"NM_014601, ",0.0,0.152,0.022,0.105,0.016,0.473,0.0,0.0,0.02,2.526,2.067
UBE2Q2P2,"NR_004847, NR_004847, ",0.211,0.721,0.799,1.168,0.5,0.182,0.0,0.123,2.57,1.513,1.361
NCF1,"NM_000265, ",0.0,0.0,0.0,0.08,0.464,0.231,0.0,0.0,0.0,0.043,0.275
SCRT2,"NM_033129, ",0.0,0.0,0.0,0.137,0.0,0.0,0.0,0.0,0.0,0.53,0.027
C6orf52,"NM_001145020, NR_026736, NR_026737, ",321.878,114.043,122.497,238.37,83.029,9.017,0.071,0.0,0.0,0.861,0.951
HOXA5,"NM_019102, ",0.0,0.034,0.032,0.0,0.25,4.086,0.0,0.0,0.0,0.0,0.0
NUP133,"NM_018230, ",73.411,61.843,57.404,82.846,33.163,8.874,25.92,6.587,9.024,13.967,11.927
FGF12,"NM_004113, NM_021032, ",2.709,1.013,0.658,0.354,0.197,0.038,0.762,0.0,0.0,2.244,1.455
SLMO2,"NM_016045, ",11.932,11.989,6.819,15.365,4.024,2.83,58.986,53.851,30.34,14.46,3.837
SNTA1,"NM_003098, ",1.054,4.054,2.542,2.706,1.869,2.019,0.0,0.0,0.0,0.095,3.583
GCM1,"NM_003643, ",0.0,0.0,0.0,0.097,0.421,0.178,4.543,1.5,7.565,0.0,0.022
HNRNPK,"NM_002140, NM_031262, NM_031263, ",30.894,27.076,17.486,13.595,107.485,126.522,184.562,103.53,139.88,144.323,164.661
TLR5,"NM_003268, ",3.266,1.13,0.732,1.516,0.183,2.335,0.0,0.0,0.0,0.0,0.0
TCFL5,"NM_006602, ",5.134,4.097,2.241,3.484,0.957,1.123,1.869,4.339,3.478,10.542,2.203
ELF1,"NM_001145353, NM_172373, ",66.595,89.102,59.076,53.337,11.502,9.507,7.747,4.528,4.825,2.385,3.603
FAM157A,"NM_001145248, ",0.202,0.229,0.041,0.08,0.826,0.228,0.013,0.0,0.306,0.541,0.028
LOC100216001,"NR_024475, ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TPI1P2,"NR_002187, ",3.372,2.516,1.918,3.038,0.793,7.072,0.319,0.035,0.167,0.153,0.564
RBMY2FP,"NR_002193, ",0.0,0.0,0.0,0.013,1.236,6.384,0.015,0.0,0.0,0.0,0.0
LOC100125556,"NR_024250, NR_024251, ",1.723,3.542,1.747,2.415,0.996,2.135,0.477,0.14,2.728,1.29,1.534
FAM129B,"NM_001035534, NM_022833, ",2.983,1.625,2.3,2.563,0.44,0.661,0.153,0.617,0.035,0.56,0.328
NCK2,"NM_001004720, NM_001004722, NM_003581, ",30.481,51.078,32.742,50.02,4.392,0.973,9.958,8.308,11.274,6.799,6.235
MIR1292,"NR_031699, ",0.0,0.0,0.0,0.0,0.0,0.064,0.094,0.0,0.0,0.0,0.0
OXA1L,"NM_005015, ",49.827,42.289,30.516,88.597,85.629,77.34,234.502,296.827,181.16,136.908,124.191
HHIPL1,"NM_001127258, NM_032425, ",0.079,0.106,0.094,0.0,0.0,2.104,0.0,0.0,0.0,0.265,0.405
SNAR-C5,"NR_024219, NR_024219, NR_024219, ",0.0,0.0,0.0,0.0,0.113,0.281,0.285,0.0,0.67,0.0,0.0
LOC100499183,"NR_034092, ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.034
ZSCAN12,"NM_001163391, NR_028077, ",0.0,0.047,0.111,0.131,1.864,1.229,0.362,0.04,0.308,1.222,1.406
PSMD12,"NM_002816, NM_174871, ",21.484,32.502,19.395,10.4,85.544,125.129,208.959,159.819,185.127,93.609,65.487
HSCB,"NM_172002, ",2.629,2.785,1.66,5.631,4.775,23.61,26.167,19.501,7.141,36.338,15.093
CLDN10,"NM_001160100, NM_006984, NM_182848, ",8.688,2.59,2.196,1.928,1.053,0.829,527.793,24.362,201.139,9.086,16.933
HPCAL4,"NM_016257, ",0.0,0.0,0.0,0.0,0.952,0.663,0.0,0.0,0.0,0.0,0.0
ASZ1,"NM_130768, NR_023315, ",1.118,0.461,0.26,0.295,0.185,1.176,0.0,0.0,0.0,0.0,0.0
MEX3D,"NM_001174118, NM_203304, ",0.301,3.18,2.004,0.405,0.214,0.144,0.027,0.033,0.181,0.027,0.093
NFAT5,"NM_001113178, NM_006599, NM_138713, NM_138714, NM_173214, ",0.148,0.585,0.4,0.957,1.415,0.784,1.198,0.047,1.054,0.958,1.251
TAF1D,"NM_024116, ",28.27,34.564,21.292,20.456,109.077,114.612,117.894,101.584,58.805,54.701,108.352
SPDYE1,"NM_175064, ",0.0,0.078,0.036,0.041,0.038,0.101,0.068,0.0,0.0,0.054,0.112
DVL1,"NM_004421, ",0.688,5.111,4.246,5.365,0.832,0.422,8.757,6.909,2.675,3.516,2.894
FBXO3,"NM_012175, NM_033406, ",2.312,5.798,3.91,4.751,6.456,3.842,3.842,5.08,0.398,6.715,8.03
CMKLR1,"NM_001142343, NM_001142344, NM_001142345, NM_004072, ",3.004,6.605,3.924,7.13,2.855,0.425,0.0,0.0,1.372,0.3,0.07
TYMS,"NM_001071, ",39.832,32.204,25.454,30.983,33.211,71.215,62.144,62.044,51.114,57.952,49.924
PEF1,"NM_012392, NR_033686, NR_033688, ",11.328,5.728,5.522,6.846,10.174,26.11,39.036,20.82,30.067,20.618,30.334
ZNF750,"NM_024702, ",0.0,0.0,0.0,0.0,0.0,0.063,16.707,0.0,0.052,0.0,0.0
MCM5,"NM_006739, ",4.148,31.073,16.464,45.51,33.285,37.235,46.351,87.753,37.377,95.177,135.271
MEGF11,"NM_032445, ",0.034,0.174,0.159,0.051,0.179,1.393,0.115,0.0,0.0,0.0,0.289
KCNK7,"NM_005714, NM_033347, NM_033348, NM_033455, ",0.0,0.039,0.0,0.0,0.032,0.0,0.0,0.0,0.0,0.234,0.0
PTP4A3,"NM_007079, NM_032611, ",0.211,1.8,0.614,1.763,0.0,0.115,0.0,0.0,0.0,0.869,3.209
C1QTNF2,"NM_031908, ",0.042,0.0,0.0,0.025,0.034,0.709,0.008,0.0,0.0,0.411,0.587
FAM90A19,"NM_001164449, NM_001164449, ",0.0,0.0,0.028,20.377,2.828,7.81,0.0,0.0,0.0,0.0,0.0
OR6S1,"NM_001001968, ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.064,0.0,0.0,0.0
SNORD116-21,"NR_003335, ",0.0,0.0,0.0,0.0,0.044,0.0,0.0,0.0,0.0,0.087,0.142
FAM122B,"NM_001166599, NM_001166600, NM_001170756, NM_001170757, NM_145284, ",7.156,7.934,5.416,7.297,2.86,1.03,1.627,2.022,4.493,6.314,3.473
ZNF551,"NM_138347, ",0.505,1.134,0.733,1.18,3.376,6.916,16.1,7.242,12.983,14.748,18.041
HBQ1,"NM_005331, ",1.119,1.648,0.483,0.131,0.227,0.0,0.0,0.0,0.0,0.0,0.669
FLJ10661,"NR_024361, NR_024362, NR_024363, ",0.224,0.245,0.159,1.001,0.143,0.333,0.102,0.0,7.305,0.645,1.495
GEMIN6,"NM_024775, ",3.358,14.331,10.994,18.135,53.283,62.221,49.325,37.77,27.899,32.494,33.024
ARSK,"NM_198150, ",5.5,3.784,1.516,0.605,1.644,6.181,1.797,1.065,2.746,4.383,4.489
RBP7,"NM_052960, ",0.0,0.0,0.0,0.062,27.272,291.902,45.132,3.101,8.872,10.702,13.796
CPNE9,"NM_153635, ",10.912,40.061,22.273,27.359,7.901,1.438,0.457,0.186,0.0,0.016,0.479
DSC1,"NM_004948, NM_024421, ",0.0,0.0,0.0,0.03,0.316,7.168,0.044,0.0,0.142,0.056,0.069
MAP2K4,"NM_003010, ",1.833,5.007,2.779,3.042,7.32,9.665,13.11,14.383,17.356,10.754,8.474
HS3ST5,"NM_153612, ",0.812,0.798,0.071,0.279,0.0,0.0,0.041,0.0,0.0,0.14,1.652
EPB41L3,"NM_012307, ",1.177,5.885,3.223,7.256,1.698,4.009,11.049,3.733,7.571,0.477,2.472
TEKT2,"NM_014466, ",0.0,0.0,0.0,0.0,0.141,0.013,0.032,0.0,0.0,0.0,0.0
CDKN2B,"NM_004936, NM_078487, ",0.145,0.22,0.127,0.178,0.521,0.067,0.067,0.0,1.259,0.03,0.014
ZNF480,"NM_144684, ",0.0,0.0,0.023,0.068,1.083,5.087,7.852,4.133,3.278,3.379,2.521
MAP3K6,"NM_004672, ",0.661,0.497,0.444,0.909,1.509,0.827,0.0,0.726,0.066,0.129,1.292
MIR1182,"NR_031593, ",0.172,0.0,0.0,0.045,2.575,1.148,0.426,0.0,0.0,0.068,0.032
SRRD,"NM_001013694, ",1.308,5.9,3.396,9.73,20.242,39.965,40.011,27.284,5.739,11.259,7.73
MAP6,"NM_033063, NM_207577, ",0.0,0.084,0.082,0.309,0.0,0.084,0.02,0.0,0.0,0.0,0.096
HN1,"NM_001002032, NM_001002033, NM_016185, ",14.481,11.282,9.953,21.686,208.412,624.184,317.128,284.482,354.892,287.377,329.938
OR2L13,"NM_175911, ",0.686,0.472,0.385,0.465,0.099,0.013,0.0,0.0,0.0,0.0,0.0
SLC16A11,"NM_153357, ",0.0,0.0,0.018,0.0,0.025,0.07,0.0,0.0,0.0,0.408,0.027
APOL1,"NM_001136540, NM_001136541, NM_003661, NM_145343, ",0.556,0.509,0.657,0.975,4.146,6.613,5.932,1.332,3.304,6.122,5.312
FAM96A,"NM_001014812, NM_032231, ",39.116,24.205,16.661,11.222,16.263,61.702,126.138,115.448,89.117,138.282,105.173
PPP6R2,"NM_014678, ",2.539,1.82,1.53,2.846,1.797,2.675,2.89,5.918,1.225,3.306,2.901
C5orf32,"NM_032412, ",258.866,103.875,107.012,97.49,39.758,15.478,50.235,86.209,17.738,26.503,37.046
RTP1,"NM_153708, ",29.097,22.148,19.552,33.633,4.691,2.365,5.36,12.454,16.062,1.09,3.832
RNF175,"NM_173662, ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.769,6.406
AIF1L,"NM_001185095, NM_001185096, NM_031426, NR_033701, ",0.156,0.402,0.462,1.579,3.856,16.834,53.692,37.875,65.731,22.429,34.922
ZBTB41,"NM_194314, ",0.806,2.068,1.081,2.727,0.567,0.535,0.227,0.0,1.518,0.349,0.191
AHCTF1,"NM_015446, ",9.826,10.992,8.144,9.176,38.615,18.5,10.996,8.512,2.258,5.856,5.874
ITGA2,"NM_002203, ",0.0,0.0,0.0,0.101,0.151,0.073,0.228,0.03,0.263,0.861,0.513
